PERMIT_NUM,REVISION_NUM,PERMIT_TYPE,STRUCTURE_TYPE,APPLICATION_DATE,ISSUED_DATE,COMPLETED_DATE,STATUS,POSTAL,GREEN_ROOF_AREA,ID
17 143890,0,New Building,Multiple Use/Non Residential,2017-04-13T00:00:00Z,2018-06-26T00:00:00Z,NA,Inspection,M5R,73.38,17 143890_0
17 145594,0,Building Additions/Alterations,Other,2017-04-19T00:00:00Z,2018-10-31T00:00:00Z,2021-03-26T00:00:00Z,Closed,M5N,485.40999999999997,17 145594_0
17 145892,0,Building Additions/Alterations,Other,2017-04-19T00:00:00Z,2019-01-31T00:00:00Z,2021-04-29T00:00:00Z,Closed,M5N,172.41,17 145892_0
17 146316,0,New Building,Mixed Use/Res w Non Res,2017-04-20T00:00:00Z,2020-12-29T00:00:00Z,NA,Inspection,M5V,1286.4,17 146316_0
17 146470,0,New Building,Car Dealership,2017-04-20T00:00:00Z,2017-07-21T00:00:00Z,2026-03-13T00:00:00Z,Closed,M8Z,511.82,17 146470_0
17 146470,1,New Building,Car Dealership,2017-11-17T00:00:00Z,2018-07-24T00:00:00Z,2026-03-13T00:00:00Z,Closed,M8Z,511.82,17 146470_1
17 150494,0,New Building,Apartment Building,2017-04-27T00:00:00Z,2019-08-28T00:00:00Z,2021-10-13T00:00:00Z,Closed,M4S,54.8,17 150494_0
17 151586,0,New Building,Car Dealership,2017-04-30T00:00:00Z,2017-07-21T00:00:00Z,2025-07-09T00:00:00Z,Closed,M8Z,772.47,17 151586_0
17 151586,1,New Building,Car Dealership,2017-11-23T00:00:00Z,2018-07-24T00:00:00Z,2025-07-09T00:00:00Z,Closed,M8Z,772.47,17 151586_1
17 154652,0,New Building,Apartment Building,2017-05-05T00:00:00Z,2020-02-19T00:00:00Z,2021-03-21T00:00:00Z,Closed,NA,290,17 154652_0
17 156469,0,New Building,Mixed Use/Res w Non Res,2017-05-09T00:00:00Z,2021-08-04T00:00:00Z,2023-10-03T00:00:00Z,Closed,M4C,365,17 156469_0
17 157021,0,New Building,Mixed Use/Res w Non Res,2017-05-09T00:00:00Z,2021-07-30T00:00:00Z,2024-07-15T00:00:00Z,Closed,M6C,231.7,17 157021_0
17 157555,0,New Building,Mixed Use/Res w Non Res,2017-05-10T00:00:00Z,2021-01-12T00:00:00Z,2021-09-10T00:00:00Z,Closed,M5B,591,17 157555_0
17 157681,0,New Building,Apartment Building,2017-05-10T00:00:00Z,2021-07-05T00:00:00Z,2023-03-29T00:00:00Z,Closed,M8V,8,17 157681_0
17 158012,0,New Building,Mixed Use/Res w Non Res,2017-05-11T00:00:00Z,2020-02-26T00:00:00Z,NA,Inspection,M4C,290,17 158012_0
17 163529,1,New Houses,SFD - Townhouse,2018-01-09T00:00:00Z,2018-10-29T00:00:00Z,2022-12-12T00:00:00Z,Closed,M6J,30.2,17 163529_1
17 169417,0,New Building,Apartment Building,2017-05-30T00:00:00Z,2020-07-31T00:00:00Z,NA,Inspection,M2J,655,17 169417_0
17 170764,0,New Building,Mixed Use/Res w Non Res,2017-05-31T00:00:00Z,2020-07-15T00:00:00Z,NA,Permit Issued,M4M,634,17 170764_0
17 171433,0,New Building,Apartment Building,2017-06-01T00:00:00Z,2020-08-18T00:00:00Z,2023-10-13T00:00:00Z,Closed,M2J,1016,17 171433_0
17 174937,0,Building Additions/Alterations,Multiple Use/Non Residential,2017-06-07T00:00:00Z,2022-08-22T00:00:00Z,2023-03-08T00:00:00Z,Closed,M5T,199.3,17 174937_0
17 181554,0,New Building,Parking Garage,2017-06-16T00:00:00Z,2019-02-06T00:00:00Z,NA,Inspection,M2N,754.38,17 181554_0
17 181647,0,New Building,Apartment Building,2017-06-16T00:00:00Z,2019-01-28T00:00:00Z,NA,Inspection,M2N,754.38,17 181647_0
17 181803,0,New Building,Apartment Building,2017-06-16T00:00:00Z,2018-07-30T00:00:00Z,NA,Inspection,NA,716.6,17 181803_0
17 186222,0,New Building,Car Dealership,2017-06-23T00:00:00Z,2018-12-19T00:00:00Z,NA,Inspection,M8Z,994,17 186222_0
17 187709,0,New Building,Apartment Building,2017-06-26T00:00:00Z,2020-09-23T00:00:00Z,2025-11-03T00:00:00Z,Closed,M9B,360,17 187709_0
17 189372,0,New Building,Multiple Use/Non Residential,2017-06-28T00:00:00Z,2021-06-28T00:00:00Z,2025-05-20T00:00:00Z,Closed,M4Y,584.2,17 189372_0
17 189459,0,New Building,Mixed Use/Res w Non Res,2017-06-28T00:00:00Z,2020-06-01T00:00:00Z,NA,Inspection,M5A,634,17 189459_0
17 193542,0,New Building,Apartment Building,2017-07-06T00:00:00Z,2018-12-10T00:00:00Z,2022-02-22T00:00:00Z,Closed,M8X,205,17 193542_0
17 193682,0,Building Additions/Alterations,Self-Service Storage Building,2017-07-06T00:00:00Z,2018-02-27T00:00:00Z,2019-06-21T00:00:00Z,Closed,M9W,4750.1,17 193682_0
17 194078,0,New Building,Community Hall,2017-07-07T00:00:00Z,2019-04-05T00:00:00Z,2020-09-23T00:00:00Z,Closed,M2R,1343.6,17 194078_0
17 194523,0,New Building,Mixed Use/Res w Non Res,2017-07-07T00:00:00Z,2019-12-16T00:00:00Z,2023-04-13T00:00:00Z,Closed,M5A,804.9,17 194523_0
17 195296,0,New Building,Multiple Use/Non Residential,2017-07-10T00:00:00Z,2018-10-03T00:00:00Z,2021-02-03T00:00:00Z,Closed,M5J,1258,17 195296_0
17 198524,0,New Building,Multiple Use/Non Residential,2017-07-14T00:00:00Z,2020-11-10T00:00:00Z,NA,Inspection,M5V,1038,17 198524_0
17 202273,0,New Building,Mixed Use/Res w Non Res,2017-07-20T00:00:00Z,2021-03-12T00:00:00Z,NA,Inspection,M4W,74.64,17 202273_0
17 204173,3,Small Residential Projects,SFD - Detached,2019-07-03T00:00:00Z,2019-08-29T00:00:00Z,NA,Revision Issued,M6P,39,17 204173_3
17 209437,0,Building Additions/Alterations,Elementary School,2017-08-01T00:00:00Z,2018-07-30T00:00:00Z,2021-04-28T00:00:00Z,Closed,M2N,1108,17 209437_0
17 209443,0,New Building,Apartment Building,2017-08-01T00:00:00Z,2020-05-07T00:00:00Z,NA,Inspection,NA,422.9,17 209443_0
17 210292,0,New Building,Apartment Building,2017-08-02T00:00:00Z,2019-12-20T00:00:00Z,NA,Inspection,NA,1121,17 210292_0
17 220118,0,New Building,Mixed Use/Res w Non Res,2017-08-21T00:00:00Z,2020-09-04T00:00:00Z,NA,Inspection,NA,0,17 220118_0
17 220797,0,New Building,Mixed Use/Res w Non Res,2017-08-22T00:00:00Z,2020-12-22T00:00:00Z,NA,Inspection,M6P,313.91999999999996,17 220797_0
17 220797,1,New Building,Mixed Use/Res w Non Res,2021-12-01T00:00:00Z,2023-02-01T00:00:00Z,NA,Revision Issued,M6P,292.8,17 220797_1
17 220802,0,New Building,Mixed Use/Res w Non Res,2017-08-22T00:00:00Z,2018-08-31T00:00:00Z,NA,Inspection,M1T,578,17 220802_0
17 226807,0,New Building,Mixed Use/Res w Non Res,2017-09-01T00:00:00Z,2020-09-11T00:00:00Z,2023-04-25T00:00:00Z,Closed,NA,1235,17 226807_0
17 227808,0,New Building,Mixed Use/Res w Non Res,2017-09-05T00:00:00Z,2019-03-06T00:00:00Z,2023-02-08T00:00:00Z,Closed,NA,771,17 227808_0
17 228864,0,New Building,Apartment Building,2017-09-07T00:00:00Z,2020-11-20T00:00:00Z,NA,Inspection,M2K,2213.61,17 228864_0
17 229679,0,New Building,Apartment Building,2017-09-08T00:00:00Z,2018-12-04T00:00:00Z,2022-02-16T00:00:00Z,Closed,M1W,388,17 229679_0
17 230854,0,New Building,Hospital,2017-09-11T00:00:00Z,2019-12-19T00:00:00Z,2020-08-31T00:00:00Z,Closed,M6J,2305.2799999999997,17 230854_0
17 230862,0,New Building,Hospital,2017-09-11T00:00:00Z,2019-12-19T00:00:00Z,2020-08-31T00:00:00Z,Closed,M6J,1830.26,17 230862_0
17 232060,0,New Building,Mixed Use/Res w Non Res,2017-09-13T00:00:00Z,2020-10-30T00:00:00Z,NA,Inspection,M4M,1633,17 232060_0
17 232091,0,New Building,Mixed Use/Res w Non Res,2017-09-13T00:00:00Z,2020-07-15T00:00:00Z,NA,Inspection,M4M,951,17 232091_0
17 233454,0,New Building,Other,2017-09-15T00:00:00Z,2019-04-05T00:00:00Z,NA,Inspection,NA,1228,17 233454_0
17 235361,0,New Building,Apartment Building,2017-09-19T00:00:00Z,2019-10-15T00:00:00Z,NA,Inspection,M2J,72.72,17 235361_0
17 235371,0,New Building,Apartment Building,2017-09-19T00:00:00Z,2019-10-11T00:00:00Z,NA,Inspection,M2J,191.94,17 235371_0
17 236574,0,New Building,Apartment Building,2017-09-21T00:00:00Z,2021-09-30T00:00:00Z,NA,Inspection,M3C,1008,17 236574_0
17 236652,0,New Building,Apartment Building,2017-09-21T00:00:00Z,2021-09-30T00:00:00Z,NA,Inspection,M3C,1106,17 236652_0
17 237216,0,New Building,Mixed Use/Res w Non Res,2017-09-22T00:00:00Z,2021-01-07T00:00:00Z,2026-04-14T00:00:00Z,Closed,M5A,45.99,17 237216_0
17 241140,0,New Houses,SFD - Semi-Detached,2017-09-29T00:00:00Z,2017-10-19T00:00:00Z,2018-10-31T00:00:00Z,Closed,M4C,170.70999999999998,17 241140_0
17 249532,0,New Building,Mixed Use/Res w Non Res,2017-10-18T00:00:00Z,2019-05-30T00:00:00Z,NA,Inspection,M4L,234,17 249532_0
17 250873,0,New Building,Mixed Use/Res w Non Res,2017-10-20T00:00:00Z,2021-10-14T00:00:00Z,2023-08-15T00:00:00Z,Closed,M5A,1327.6,17 250873_0
17 250987,0,New Building,Mixed Use/Res w Non Res,2017-10-20T00:00:00Z,2019-06-13T00:00:00Z,NA,Inspection,M5R,290.68,17 250987_0
17 252314,0,Building Additions/Alterations,Television Studio(no audience),2017-10-24T00:00:00Z,2018-01-08T00:00:00Z,2021-01-24T00:00:00Z,Closed,M8Z,0,17 252314_0
17 253916,0,New Building,Apartment Building,2017-10-26T00:00:00Z,2019-04-02T00:00:00Z,NA,Inspection,M1E,1355,17 253916_0
17 255309,0,New Building,Apartment Building,2017-10-30T00:00:00Z,2020-08-06T00:00:00Z,NA,Inspection,NA,541,17 255309_0
17 255315,0,New Building,Apartment Building,2017-10-30T00:00:00Z,2020-07-21T00:00:00Z,NA,Inspection,NA,907,17 255315_0
17 255605,0,New Building,Multiple Use/Non Residential,2017-10-31T00:00:00Z,2020-04-08T00:00:00Z,2023-04-24T00:00:00Z,Closed,M5E,2412,17 255605_0
17 257038,0,New Building,Apartment Building,2017-11-02T00:00:00Z,2019-09-12T00:00:00Z,NA,Inspection,M4V,878.4,17 257038_0
17 259070,0,New Building,Mixed Use/Res w Non Res,2017-11-07T00:00:00Z,2020-02-07T00:00:00Z,NA,Inspection,M5B,431.05,17 259070_0
17 262810,0,New Building,Mixed Use/Res w Non Res,2017-11-15T00:00:00Z,2020-10-23T00:00:00Z,NA,Inspection,M5G,910.6,17 262810_0
17 265005,0,New Building,Apartment Building,2017-11-20T00:00:00Z,2022-06-30T00:00:00Z,NA,Inspection,M5B,225,17 265005_0
17 266196,0,New Building,Mixed Use/Res w Non Res,2017-11-23T00:00:00Z,2021-12-09T00:00:00Z,NA,Inspection,M5R,195.85000000000002,17 266196_0
17 266912,0,New Building,Mixed Use/Res w Non Res,2017-11-24T00:00:00Z,2021-01-11T00:00:00Z,2022-02-18T00:00:00Z,Closed,NA,918,17 266912_0
17 269693,0,New Building,Mixed Use/Res w Non Res,2017-11-30T00:00:00Z,2020-04-08T00:00:00Z,NA,Inspection,M5B,570,17 269693_0
17 269695,0,New Building,Apartment Building,2017-11-30T00:00:00Z,2020-10-30T00:00:00Z,2023-08-23T00:00:00Z,Closed,M4P,216,17 269695_0
17 269706,0,New Building,Mixed Use/Res w Non Res,2017-11-30T00:00:00Z,2020-08-10T00:00:00Z,2025-05-02T00:00:00Z,Closed,M5A,2378,17 269706_0
17 269959,0,New Building,Apartment Building,2017-12-01T00:00:00Z,2021-07-15T00:00:00Z,2023-03-29T00:00:00Z,Closed,NA,670,17 269959_0
17 270015,0,New Building,Apartment Building,2017-12-01T00:00:00Z,2018-10-26T00:00:00Z,NA,Inspection,NA,476.5,17 270015_0
17 272255,0,New Building,Mixed Use/Res w Non Res,2017-12-06T00:00:00Z,2020-02-04T00:00:00Z,NA,Inspection,NA,759,17 272255_0
17 273202,0,New Building,Mixed Use/Res w Non Res,2017-12-08T00:00:00Z,2020-07-27T00:00:00Z,NA,Inspection,NA,1588.71,17 273202_0
17 273784,0,New Building,Mixed Use/Res w Non Res,2017-12-11T00:00:00Z,2021-07-05T00:00:00Z,NA,Inspection,M5V,0,17 273784_0
17 274433,0,New Building,Mixed Use/Res w Non Res,2017-12-12T00:00:00Z,2021-08-25T00:00:00Z,NA,Inspection,M5H,610,17 274433_0
17 275140,0,Small Residential Projects,SFD - Detached,2017-12-13T00:00:00Z,2018-02-05T00:00:00Z,2020-03-19T00:00:00Z,Closed,M4W,32.43,17 275140_0
17 276108,0,New Building,Mixed Use/Res w Non Res,2017-12-15T00:00:00Z,2024-06-05T00:00:00Z,NA,Inspection,M6K,815,17 276108_0
17 276358,0,Building Additions/Alterations,Elementary School,2017-12-15T00:00:00Z,2019-06-05T00:00:00Z,NA,Inspection,M3B,183,17 276358_0
17 277785,0,New Building,Mixed Use/Res w Non Res,2017-12-20T00:00:00Z,2020-07-21T00:00:00Z,2023-04-03T00:00:00Z,Closed,NA,88,17 277785_0
17 278452,0,New Building,Mixed Use/Res w Non Res,2017-12-21T00:00:00Z,2020-08-18T00:00:00Z,2023-08-01T00:00:00Z,Closed,M6J,261,17 278452_0
17 278638,0,New Building,Mixed Use/Res w Non Res,2017-12-22T00:00:00Z,2020-06-26T00:00:00Z,2023-09-29T00:00:00Z,Closed,NA,652,17 278638_0
17 278653,0,New Building,Apartment Building,2017-12-22T00:00:00Z,2020-06-18T00:00:00Z,2022-12-22T00:00:00Z,Closed,M5A,117.61,17 278653_0
17 278727,0,New Building,Mixed Use/Res w Non Res,2017-12-22T00:00:00Z,2021-04-12T00:00:00Z,2025-03-25T00:00:00Z,Closed,M5V,194.4,17 278727_0
17 279918,0,New Building,Mixed Use/Res w Non Res,2017-12-28T00:00:00Z,2023-11-06T00:00:00Z,2023-11-13T00:00:00Z,Closed,NA,519,17 279918_0
18 102429,0,New Building,Mixed Use/Res w Non Res,2018-01-08T00:00:00Z,2020-02-26T00:00:00Z,NA,Inspection,M4J,197,18 102429_0
18 104244,0,New Building,Apartment Building,2018-01-12T00:00:00Z,2020-01-07T00:00:00Z,NA,Inspection,NA,16945,18 104244_0
18 114665,0,New Building,Apartment Building,2018-02-07T00:00:00Z,2020-01-27T00:00:00Z,NA,Inspection,M1M,411,18 114665_0
18 115190,0,Building Additions/Alterations,Water and Sewage Pumping Stations,2018-02-08T00:00:00Z,2020-05-13T00:00:00Z,NA,Inspection,NA,631.2,18 115190_0
18 115481,0,New Building,Mixed Use/Res w Non Res,2018-02-09T00:00:00Z,2022-07-26T00:00:00Z,2025-11-25T00:00:00Z,Closed,NA,34.2,18 115481_0
18 117593,0,New Building,Mixed Use/Res w Non Res,2018-02-15T00:00:00Z,2020-05-07T00:00:00Z,NA,Inspection,M9B,799,18 117593_0
18 117622,0,New Building,Mixed Use/Res w Non Res,2018-02-15T00:00:00Z,2020-05-08T00:00:00Z,NA,Inspection,M9B,516,18 117622_0
18 117629,0,New Building,Apartment Building,2018-02-15T00:00:00Z,2020-05-07T00:00:00Z,NA,Inspection,M9B,1345.6,18 117629_0
18 123249,0,New Building,Apartment Building,2018-03-01T00:00:00Z,2019-09-26T00:00:00Z,2022-12-14T00:00:00Z,Closed,NA,764,18 123249_0
18 124024,0,New Building,Apartment Building,2018-03-02T00:00:00Z,2021-01-29T00:00:00Z,NA,Inspection,M8X,686.5,18 124024_0
18 124809,0,New Building,Mixed Use/Res w Non Res,2018-03-05T00:00:00Z,2021-01-04T00:00:00Z,2026-03-05T00:00:00Z,Closed,M6G,2707,18 124809_0
18 124890,0,New Building,Mixed Use/Res w Non Res,2018-03-05T00:00:00Z,2022-03-30T00:00:00Z,2024-01-19T00:00:00Z,Closed,M6P,721.09,18 124890_0
18 126210,0,New Building,Apartment Building,2018-03-07T00:00:00Z,2019-07-30T00:00:00Z,2023-07-21T00:00:00Z,Closed,M9B,792.65,18 126210_0
18 127178,0,New Building,Mixed Use/Res w Non Res,2018-03-09T00:00:00Z,2021-01-15T00:00:00Z,2023-09-12T00:00:00Z,Closed,M6R,221,18 127178_0
18 131106,0,New Building,Mixed Use/Res w Non Res,2018-03-19T00:00:00Z,2019-04-17T00:00:00Z,2022-03-23T00:00:00Z,Closed,M5T,158.05,18 131106_0
18 131137,0,New Building,Mixed Use/Res w Non Res,2018-03-19T00:00:00Z,2021-03-02T00:00:00Z,NA,Inspection,M2J,758,18 131137_0
18 138486,0,New Building,Mixed Use/Res w Non Res,2018-04-04T00:00:00Z,2021-02-05T00:00:00Z,NA,Inspection,M5R,1743.6,18 138486_0
18 139187,0,New Building,Self-Service Storage Building,2018-04-05T00:00:00Z,2018-07-20T00:00:00Z,2020-07-17T00:00:00Z,Closed,M3L,609,18 139187_0
18 140369,0,New Building,Mixed Use/Res w Non Res,2018-04-09T00:00:00Z,NA,2025-06-30T00:00:00Z,Closed,M5V,1244,18 140369_0
18 145481,0,New Building,Apartment Building,2018-04-18T00:00:00Z,2019-10-17T00:00:00Z,NA,Inspection,M4V,163,18 145481_0
18 145481,1,New Building,Apartment Building,2020-07-13T00:00:00Z,2020-11-12T00:00:00Z,NA,Revision Issued,M4V,157,18 145481_1
18 149758,0,New Building,Mixed Use/Res w Non Res,2018-04-27T00:00:00Z,2020-09-16T00:00:00Z,NA,Inspection,NA,526,18 149758_0
18 153429,1,Building Additions/Alterations,University,2019-09-04T00:00:00Z,2021-05-14T00:00:00Z,2023-08-24T00:00:00Z,Closed,NA,971,18 153429_1
18 153499,0,New Building,Apartment Building,2018-05-04T00:00:00Z,2020-10-16T00:00:00Z,2025-12-18T00:00:00Z,Closed,M2N,192.76,18 153499_0
18 154930,0,New Building,Mixed Use/Res w Non Res,2018-05-08T00:00:00Z,2021-03-31T00:00:00Z,NA,Inspection,M5S,368.5,18 154930_0
18 158929,0,New Building,Apartment Building,2018-05-15T00:00:00Z,2020-05-11T00:00:00Z,2021-11-24T00:00:00Z,Closed,NA,326.9,18 158929_0
18 159944,0,New Building,Warehouse,2018-05-16T00:00:00Z,2020-12-15T00:00:00Z,2021-01-22T00:00:00Z,Closed,NA,0,18 159944_0
18 162734,0,New Building,Mixed Use/Res w Non Res,2018-05-22T00:00:00Z,2021-04-12T00:00:00Z,2024-12-17T00:00:00Z,Closed,M6K,570,18 162734_0
18 163654,0,New Building,Mixed Use/Res w Non Res,2018-05-23T00:00:00Z,2020-11-18T00:00:00Z,NA,Inspection,M5E,1645,18 163654_0
18 166327,0,New Building,Apartment Building,2018-05-28T00:00:00Z,2021-01-22T00:00:00Z,NA,Inspection,M5M,103,18 166327_0
18 169179,0,New Building,Elementary School,2018-05-31T00:00:00Z,2019-10-25T00:00:00Z,2021-09-02T00:00:00Z,Closed,M4S,305,18 169179_0
18 171824,0,Building Additions/Alterations,Motel/Hotel,2018-06-05T00:00:00Z,2019-09-09T00:00:00Z,2022-01-21T00:00:00Z,Closed,M6J,228,18 171824_0
18 171911,0,Building Additions/Alterations,Multiple Unit Building,2018-06-05T00:00:00Z,2020-09-04T00:00:00Z,2024-01-08T00:00:00Z,Closed,M4M,128,18 171911_0
18 173148,1,Small Residential Projects,SFD - Detached,2019-04-16T00:00:00Z,2019-05-07T00:00:00Z,2019-11-29T00:00:00Z,Closed,M4K,20,18 173148_1
18 178959,0,Building Additions/Alterations,Multiple Unit Building,2018-06-15T00:00:00Z,2019-08-12T00:00:00Z,2021-03-11T00:00:00Z,Closed,M4Y,461.5,18 178959_0
18 182655,0,New Building,Mixed Use/Res w Non Res,2018-06-21T00:00:00Z,2019-11-14T00:00:00Z,2022-03-08T00:00:00Z,Closed,M5A,32,18 182655_0
18 184024,0,New Building,Mixed Use/Res w Non Res,2018-06-25T00:00:00Z,2020-12-11T00:00:00Z,NA,Inspection,M2J,1034,18 184024_0
18 184133,0,New Building,Apartment Building,2018-06-25T00:00:00Z,2021-04-15T00:00:00Z,NA,Inspection,M4P,53.9,18 184133_0
18 186008,0,Small Residential Projects,SFD - Detached,2018-06-28T00:00:00Z,2018-07-24T00:00:00Z,2019-01-09T00:00:00Z,Closed,M2P,58.99,18 186008_0
18 188106,0,Building Additions/Alterations,Performing Arts Centre,2018-07-03T00:00:00Z,2020-12-23T00:00:00Z,2023-12-28T00:00:00Z,Closed,NA,306.4,18 188106_0
18 189065,0,New Building,Apartment Building,2018-07-05T00:00:00Z,2019-10-25T00:00:00Z,2021-05-14T00:00:00Z,Closed,M2J,691,18 189065_0
18 189430,0,Building Additions/Alterations,Hospital,2018-07-05T00:00:00Z,2020-06-23T00:00:00Z,NA,Inspection,M4C,3393,18 189430_0
18 191444,0,New Building,Self-Service Storage Building,2018-07-10T00:00:00Z,2019-02-04T00:00:00Z,2022-06-14T00:00:00Z,Closed,M6A,320,18 191444_0
18 192535,0,New Building,Mixed Use/Res w Non Res,2018-07-11T00:00:00Z,2024-04-30T00:00:00Z,NA,Inspection,M5V,1257,18 192535_0
18 192804,0,Small Residential Projects,SFD - Semi-Detached,2018-07-12T00:00:00Z,2018-08-15T00:00:00Z,2024-05-21T00:00:00Z,Closed,M6R,35.839999999999996,18 192804_0
18 193181,0,New Building,Mixed Use/Res w Non Res,2018-07-12T00:00:00Z,2020-06-02T00:00:00Z,2022-11-29T00:00:00Z,Closed,M4S,440,18 193181_0
18 199590,0,New Building,Mixed Use/Res w Non Res,2018-07-25T00:00:00Z,2024-08-09T00:00:00Z,NA,Inspection,M5A,214,18 199590_0
18 200694,0,New Building,Apartment Building,2018-07-27T00:00:00Z,2019-08-12T00:00:00Z,2025-09-11T00:00:00Z,Closed,M4G,423.71,18 200694_0
18 200828,0,New Building,Mixed Use/Res w Non Res,2018-07-27T00:00:00Z,NA,NA,Pending Cancellation,M5V,42.379999999999995,18 200828_0
18 201963,0,New Building,Apartment Building,2018-07-30T00:00:00Z,2021-01-15T00:00:00Z,NA,Inspection,M6S,1475.96,18 201963_0
18 202583,0,New Building,Apartment Building,2018-07-31T00:00:00Z,2020-07-24T00:00:00Z,2023-01-17T00:00:00Z,Closed,NA,419.5,18 202583_0
18 203561,0,New Building,Apartment Building,2018-08-02T00:00:00Z,2021-03-30T00:00:00Z,2025-10-03T00:00:00Z,Closed,M5V,681,18 203561_0
18 203577,0,New Building,Apartment Building,2018-08-02T00:00:00Z,2021-05-18T00:00:00Z,2025-01-14T00:00:00Z,Closed,NA,1127,18 203577_0
18 203594,0,New Building,Apartment Building,2018-08-02T00:00:00Z,2021-06-14T00:00:00Z,2026-02-03T00:00:00Z,Closed,NA,1364,18 203594_0
18 205049,0,New Building,Multiple Use/Non Residential,2018-08-07T00:00:00Z,2019-12-19T00:00:00Z,2023-04-14T00:00:00Z,Closed,NA,744.2,18 205049_0
18 205049,2,New Building,Multiple Use/Non Residential,2020-07-22T00:00:00Z,2021-03-09T00:00:00Z,2023-04-14T00:00:00Z,Closed,NA,658.1,18 205049_2
18 207234,0,New Building,Mixed Use/Res w Non Res,2018-08-10T00:00:00Z,2020-12-03T00:00:00Z,NA,Inspection,M6C,339,18 207234_0
18 211089,0,New Building,Self-Service Storage Building,2018-08-17T00:00:00Z,2020-05-28T00:00:00Z,2022-05-24T00:00:00Z,Closed,M4C,3800,18 211089_0
18 212643,0,New Building,Apartment Building,2018-08-21T00:00:00Z,2021-10-13T00:00:00Z,NA,Inspection,M9M,1349,18 212643_0
18 213551,0,New Building,Apartment Building,2018-08-22T00:00:00Z,2020-02-05T00:00:00Z,NA,Inspection,M4V,229.9,18 213551_0
18 214671,0,New Building,Mixed Use/Res w Non Res,2018-08-24T00:00:00Z,2020-10-10T00:00:00Z,NA,Inspection,M8Z,642,18 214671_0
18 215782,0,New Building,Apartment Building,2018-08-27T00:00:00Z,2021-07-09T00:00:00Z,NA,Inspection,M5R,122,18 215782_0
18 218543,0,New Building,Apartment Building,2018-08-31T00:00:00Z,2020-02-19T00:00:00Z,NA,Inspection,M6L,303,18 218543_0
18 218777,0,New Building,Multiple Use/Non Residential,2018-08-31T00:00:00Z,2020-01-22T00:00:00Z,2022-10-05T00:00:00Z,Closed,M5V,174.8,18 218777_0
18 223346,0,New Building,Apartment Building,2018-09-11T00:00:00Z,2019-05-16T00:00:00Z,NA,Inspection,M1V,813,18 223346_0
18 223464,0,New Building,Mixed Use/Res w Non Res,2018-09-11T00:00:00Z,2021-10-29T00:00:00Z,2026-02-25T00:00:00Z,Closed,M4G,992.6,18 223464_0
18 223770,0,New Building,Multiple Use/Non Residential,2018-09-11T00:00:00Z,2020-04-29T00:00:00Z,2024-01-04T00:00:00Z,Closed,M5A,756,18 223770_0
18 223823,0,New Building,Apartment Building,2018-09-11T00:00:00Z,2020-10-29T00:00:00Z,2024-09-09T00:00:00Z,Closed,M1P,590.9599999999999,18 223823_0
18 224507,0,New Building,Industrial,2018-09-12T00:00:00Z,2019-06-14T00:00:00Z,2020-01-15T00:00:00Z,Closed,NA,1045,18 224507_0
18 229039,0,New Building,Apartment Building,2018-09-20T00:00:00Z,2022-07-20T00:00:00Z,NA,Inspection,M2K,1923.8,18 229039_0
18 229049,0,New Building,Apartment Building,2018-09-20T00:00:00Z,2021-08-06T00:00:00Z,NA,Inspection,M5V,402.95,18 229049_0
18 233562,0,New Building,Mixed Use/Res w Non Res,2018-09-28T00:00:00Z,2023-08-31T00:00:00Z,2025-02-11T00:00:00Z,Closed,M2M,1096,18 233562_0
18 236859,0,New Building,Multiple Use/Non Residential,2018-10-03T00:00:00Z,2020-11-10T00:00:00Z,2025-01-23T00:00:00Z,Closed,M5J,1467.2,18 236859_0
18 237788,0,New Building,Multiple Use/Non Residential,2018-10-04T00:00:00Z,2022-11-18T00:00:00Z,NA,Inspection,NA,812,18 237788_0
18 239978,0,Building Additions/Alterations,Secondary School,2018-10-10T00:00:00Z,2021-03-16T00:00:00Z,2024-02-06T00:00:00Z,Closed,M5S,337,18 239978_0
18 243513,0,Building Additions/Alterations,Self-Service Storage Building,2018-10-16T00:00:00Z,2019-06-27T00:00:00Z,2025-08-13T00:00:00Z,Closed,M4A,85.5,18 243513_0
18 246633,0,New Building,Apartment Building,2018-10-23T00:00:00Z,2021-01-28T00:00:00Z,NA,Inspection,M8W,297,18 246633_0
18 249282,0,Small Residential Projects,3+ Unit - Detached,2018-10-29T00:00:00Z,2019-06-06T00:00:00Z,2021-01-05T00:00:00Z,Closed,M6G,29.6,18 249282_0
18 252951,0,Small Residential Projects,Laneway / Rear Yard Suite,2018-11-06T00:00:00Z,NA,NA,Examiner's Notice Sent,M6G,32.51,18 252951_0
18 256875,0,New Building,Mixed Use/Res w Non Res,2018-11-15T00:00:00Z,2019-12-06T00:00:00Z,2023-02-01T00:00:00Z,Closed,M5A,2836.25,18 256875_0
18 258929,0,Building Additions/Alterations,Multiple Use/Non Residential,2018-11-20T00:00:00Z,2023-03-17T00:00:00Z,NA,Inspection,M9W,20365,18 258929_0
18 259010,0,Building Additions/Alterations,Office,2018-11-21T00:00:00Z,2019-04-09T00:00:00Z,2019-06-03T00:00:00Z,Closed,M3C,1000,18 259010_0
18 259796,0,New Building,Place of Worship,2018-11-22T00:00:00Z,2020-01-09T00:00:00Z,2025-06-18T00:00:00Z,Closed,M5M,125,18 259796_0
