PERMIT_NUM,REVISION_NUM,STRUCTURE_TYPE,APPLICATION_DATE,ISSUED_DATE,COMPLETED_DATE,STATUS,POSTAL,GREEN_ROOF_AREA,ECO_ROOF,ID,CFSAUID,G_AREA
21 130818,0,SFD - Townhouse,2021-03-23T00:00:00Z,2021-04-20T00:00:00Z,2023-05-19T00:00:00Z,Closed,M6J,26.66,TRUE,21 130818_0,M6J,26.66
21 131292,0,Apartment Building,2021-03-24T00:00:00Z,2023-03-28T00:00:00Z,NA,Inspection,M1W,935,FALSE,21 131292_0,M1W,935
21 132362,0,Apartment Building,2021-03-26T00:00:00Z,2023-05-10T00:00:00Z,NA,Inspection,M6P,154,FALSE,21 132362_0,M6P,154
21 132654,0,Gas Station/Car Wash/Repair Garage,2021-03-26T00:00:00Z,2021-10-20T00:00:00Z,2022-09-07T00:00:00Z,Closed,M4G,711.4,FALSE,21 132654_0,M4G,711.4
21 136731,0,Apartment Building,2021-04-07T00:00:00Z,2025-10-03T00:00:00Z,NA,Inspection,M2M,576.2,FALSE,21 136731_0,M2M,576.2
21 140735,0,Apartment Building,2021-04-14T00:00:00Z,2024-09-03T00:00:00Z,NA,Inspection,M4T,511.2,FALSE,21 140735_0,M4T,511.2
21 140773,0,Apartment Building,2021-04-14T00:00:00Z,2025-10-02T00:00:00Z,NA,Inspection,M6H,1853.96,FALSE,21 140773_0,M6H,1853.96
21 141223,0,Apartment Building,2021-04-15T00:00:00Z,2025-08-19T00:00:00Z,NA,Inspection,M6H,1853.96,FALSE,21 141223_0,M6H,1853.96
21 141246,0,Apartment Building,2021-04-15T00:00:00Z,2025-12-01T00:00:00Z,NA,Inspection,M6H,860.07,FALSE,21 141246_0,M6H,860.07
21 141749,0,Laneway / Rear Yard Suite,2021-04-16T00:00:00Z,2021-09-01T00:00:00Z,2025-04-23T00:00:00Z,Closed,M6P,10.3,FALSE,21 141749_0,M6P,10.3
21 143957,0,Apartment Building,2021-04-21T00:00:00Z,NA,NA,Under Review,M4L,182.1,FALSE,21 143957_0,M4L,182.1
21 144453,0,Mixed Use/Res w Non Res,2021-04-22T00:00:00Z,NA,NA,Examiner's Notice Sent,M9A,172,FALSE,21 144453_0,M9A,172
21 147492,0,Apartment Building,2021-04-29T00:00:00Z,2024-05-29T00:00:00Z,NA,Inspection,M6C,99,FALSE,21 147492_0,M6C,99
21 148450,0,SFD - Detached,2021-04-30T00:00:00Z,2021-05-28T00:00:00Z,NA,Inspection,M4W,14.5,FALSE,21 148450_0,M4W,14.5
21 151865,1,SFD - Townhouse,2022-05-01T00:00:00Z,2022-07-07T00:00:00Z,2023-05-26T00:00:00Z,Closed,M6J,43.2,TRUE,21 151865_1,M6J,43.2
21 153773,0,Apartment Building,2021-05-12T00:00:00Z,2025-08-01T00:00:00Z,NA,Inspection,M6A,423,FALSE,21 153773_0,M6A,423
21 154977,0,Apartment Building,2021-05-14T00:00:00Z,2023-07-11T00:00:00Z,2024-12-02T00:00:00Z,Closed,M6G,905.5,FALSE,21 154977_0,M6G,905.5
21 155532,0,Industrial,2021-05-16T00:00:00Z,2022-01-05T00:00:00Z,2023-07-26T00:00:00Z,Closed,M3B,414.5,FALSE,21 155532_0,M3B,414.5
21 157323,0,Retail Store,2021-05-19T00:00:00Z,2024-01-09T00:00:00Z,NA,Permit Issued,NA,0,FALSE,21 157323_0,NA,0
21 170778,0,Elementary School,2021-06-15T00:00:00Z,2024-06-07T00:00:00Z,2024-12-30T00:00:00Z,Closed,M8Z,1273,TRUE,21 170778_0,M8Z,1273
21 173391,0,Apartment Building,2021-06-20T00:00:00Z,2024-02-07T00:00:00Z,NA,Inspection,M4W,340,FALSE,21 173391_0,M4W,340
21 174711,0,Industrial,2021-06-23T00:00:00Z,2021-11-26T00:00:00Z,NA,Inspection,M9B,23598,FALSE,21 174711_0,M9B,23598
21 175004,0,SFD - Detached,2021-06-23T00:00:00Z,2021-08-19T00:00:00Z,2026-04-16T00:00:00Z,Closed,M6J,63,FALSE,21 175004_0,M6J,63
21 175625,0,Mixed Use/Res w Non Res,2021-06-24T00:00:00Z,2025-04-30T00:00:00Z,NA,Inspection,M5A,4982.6,FALSE,21 175625_0,M5A,4982.6
21 176191,0,Mixed Use/Res w Non Res,2021-06-25T00:00:00Z,2025-04-23T00:00:00Z,NA,Inspection,M5A,376.19,FALSE,21 176191_0,M5A,376.19
21 179575,0,Apartment Building,2021-07-05T00:00:00Z,2022-10-27T00:00:00Z,2024-12-19T00:00:00Z,Closed,M5B,114.7,FALSE,21 179575_0,M5B,114.7
21 180869,0,Mixed Use/Res w Non Res,2021-07-07T00:00:00Z,2024-10-23T00:00:00Z,NA,Inspection,M6B,727.23,FALSE,21 180869_0,M6B,727.23
21 180893,0,Mixed Use/Res w Non Res,2021-07-07T00:00:00Z,NA,NA,Under Review,NA,112,FALSE,21 180893_0,NA,112
21 181613,0,SFD - Semi-Detached,2021-07-08T00:00:00Z,2021-09-03T00:00:00Z,2022-10-03T00:00:00Z,Closed,M5R,20.830000000000002,FALSE,21 181613_0,M5R,20.830000000000002
21 182075,0,SFD - Detached,2021-07-09T00:00:00Z,2021-08-26T00:00:00Z,2025-03-18T00:00:00Z,Closed,M5N,17.3,FALSE,21 182075_0,M5N,17.3
21 182899,0,Apartment Building,2021-07-12T00:00:00Z,2024-12-02T00:00:00Z,NA,Inspection,M2M,220,FALSE,21 182899_0,M2M,220
21 185341,0,Mixed Use/Res w Non Res,2021-07-16T00:00:00Z,2024-09-17T00:00:00Z,NA,Inspection,M2N,627,FALSE,21 185341_0,M2N,627
21 187781,0,Multiple Unit Building,2021-07-21T00:00:00Z,2022-07-20T00:00:00Z,NA,Permit Issued,M6K,13.75,FALSE,21 187781_0,M6K,13.75
21 188481,0,SFD - Detached,2021-07-22T00:00:00Z,2022-01-10T00:00:00Z,2025-04-03T00:00:00Z,Closed,M6R,28.959999999999997,FALSE,21 188481_0,M6R,28.959999999999997
21 188481,1,SFD - Detached,2023-04-03T00:00:00Z,2023-04-12T00:00:00Z,2025-04-03T00:00:00Z,Closed,M6R,40.87,FALSE,21 188481_1,M6R,40.87
21 188668,0,Elementary School,2021-07-23T00:00:00Z,2022-05-09T00:00:00Z,NA,Inspection,M6N,0,FALSE,21 188668_0,M6N,0
21 191566,0,Apartment Building,2021-07-29T00:00:00Z,2022-09-15T00:00:00Z,NA,Inspection,M5P,51.8,FALSE,21 191566_0,M5P,51.8
21 193930,0,Mixed Use/Res w Non Res,2021-08-05T00:00:00Z,2026-04-16T00:00:00Z,NA,Inspection,M9B,1382,FALSE,21 193930_0,M9B,1382
21 193965,0,Mixed Use/Res w Non Res,2021-08-05T00:00:00Z,2025-01-16T00:00:00Z,2025-12-04T00:00:00Z,Closed,M6J,146.5,FALSE,21 193965_0,M6J,146.5
21 194129,0,Mixed Use/Res w Non Res,2021-08-05T00:00:00Z,2024-07-04T00:00:00Z,NA,Inspection,M5C,180.03,FALSE,21 194129_0,M5C,180.03
21 200756,0,Office,2021-08-18T00:00:00Z,2024-03-15T00:00:00Z,2026-05-07T00:00:00Z,Closed,M4M,433.4,FALSE,21 200756_0,M4M,433.4
21 201448,0,Mixed Use/Res w Non Res,2021-08-19T00:00:00Z,2023-01-23T00:00:00Z,NA,Inspection,M6B,448,FALSE,21 201448_0,M6B,448
21 203208,0,Mixed Use/Res w Non Res,2021-08-24T00:00:00Z,2024-02-02T00:00:00Z,NA,Inspection,M8Y,535,FALSE,21 203208_0,M8Y,535
21 203357,0,2 Unit - Detached,2021-08-24T00:00:00Z,2021-09-02T00:00:00Z,2023-06-16T00:00:00Z,Closed,M5R,20.3,TRUE,21 203357_0,M5R,20.3
21 203745,0,Apartment Building,2021-08-25T00:00:00Z,2025-05-02T00:00:00Z,NA,Permit Issued,M6K,402.7,FALSE,21 203745_0,M6K,402.7
21 206729,0,Laneway / Rear Yard Suite,2021-08-31T00:00:00Z,2021-10-04T00:00:00Z,2022-11-21T00:00:00Z,Closed,M4K,25.630000000000003,TRUE,21 206729_0,M4K,25.630000000000003
21 207722,0,Performing Arts Centre,2021-09-02T00:00:00Z,2021-11-29T00:00:00Z,2022-04-12T00:00:00Z,Closed,M2N,2929.05,TRUE,21 207722_0,M2N,2929.05
21 209233,0,Mixed Use/Res w Non Res,2021-09-07T00:00:00Z,NA,NA,Under Review,M5A,104,FALSE,21 209233_0,M5A,104
21 210663,0,Apartment Building,2021-09-10T00:00:00Z,2025-04-23T00:00:00Z,NA,Inspection,M4L,2526,FALSE,21 210663_0,M4L,2526
21 216029,0,SFD - Detached,2021-09-22T00:00:00Z,2021-11-10T00:00:00Z,2022-07-27T00:00:00Z,Closed,M4C,58.760000000000005,TRUE,21 216029_0,M4C,58.760000000000005
21 218024,0,Mixed Use/Res w Non Res,2021-09-27T00:00:00Z,2025-09-15T00:00:00Z,NA,Inspection,M4V,355,FALSE,21 218024_0,M4V,355
21 219788,0,Industrial Manufacturing Plant,2021-09-30T00:00:00Z,2022-01-11T00:00:00Z,2023-06-08T00:00:00Z,Closed,M4M,348.9,FALSE,21 219788_0,M4M,348.9
21 222338,0,Industrial,2021-10-06T00:00:00Z,2022-06-29T00:00:00Z,2024-12-11T00:00:00Z,Closed,M3J,2000,FALSE,21 222338_0,M3J,2000
21 225092,0,Apartment Building,2021-10-13T00:00:00Z,2025-02-10T00:00:00Z,NA,Inspection,M5R,86.5,FALSE,21 225092_0,M5R,86.5
21 225274,0,Mixed Use/Res w Non Res,2021-10-13T00:00:00Z,2024-07-11T00:00:00Z,NA,Inspection,M5A,49.75,FALSE,21 225274_0,M5A,49.75
21 225392,0,Mixed Use/Res w Non Res,2021-10-13T00:00:00Z,2023-11-06T00:00:00Z,2025-08-12T00:00:00Z,Closed,NA,351,FALSE,21 225392_0,NA,351
21 226240,0,Apartment Building,2021-10-15T00:00:00Z,2025-01-17T00:00:00Z,NA,Inspection,M9C,141,FALSE,21 226240_0,M9C,141
21 229290,0,Mixed Use/Res w Non Res,2021-10-22T00:00:00Z,2025-12-11T00:00:00Z,NA,Inspection,M6H,625,FALSE,21 229290_0,M6H,625
21 229582,0,Mixed Use/Res w Non Res,2021-10-22T00:00:00Z,2024-11-01T00:00:00Z,NA,Inspection,M5T,432.6,FALSE,21 229582_0,M5T,432.6
21 230724,0,2 Unit - Detached,2021-10-26T00:00:00Z,2022-02-23T00:00:00Z,NA,Inspection,M6J,32.87,FALSE,21 230724_0,M6J,32.87
21 233077,0,Apartment Building,2021-11-02T00:00:00Z,2025-02-07T00:00:00Z,NA,Inspection,M5T,570,FALSE,21 233077_0,M5T,570
21 233178,0,Apartment Building,2021-11-02T00:00:00Z,2025-01-31T00:00:00Z,NA,Inspection,M5T,498,FALSE,21 233178_0,M5T,498
21 233351,0,Mixed Use/Res w Non Res,2021-11-02T00:00:00Z,NA,NA,Examiner's Notice Sent,M5S,759,FALSE,21 233351_0,M5S,759
21 235250,0,Mixed Use/Res w Non Res,2021-11-08T00:00:00Z,2024-01-18T00:00:00Z,NA,Inspection,M1E,206,FALSE,21 235250_0,M1E,206
21 238928,0,Apartment Building,2021-11-17T00:00:00Z,NA,NA,Issuance Pending,M6S,1150.85,FALSE,21 238928_0,M6S,1150.85
21 238939,0,Mixed Use/Res w Non Res,2021-11-17T00:00:00Z,2024-10-18T00:00:00Z,2025-08-07T00:00:00Z,Closed,M6K,1051.5,FALSE,21 238939_0,M6K,1051.5
21 239157,0,Apartment Building,2021-11-18T00:00:00Z,2024-05-08T00:00:00Z,NA,Inspection,NA,805,FALSE,21 239157_0,NA,805
21 240457,0,Mixed Use/Res w Non Res,2021-11-22T00:00:00Z,NA,NA,Examiner's Notice Sent,M5H,362.6,FALSE,21 240457_0,M5H,362.6
21 240883,0,Mixed Use/Res w Non Res,2021-11-23T00:00:00Z,NA,NA,Examiner's Notice Sent,M5R,480,FALSE,21 240883_0,M5R,480
21 243015,0,Mixed Use/Res w Non Res,2021-11-29T00:00:00Z,2024-05-28T00:00:00Z,NA,Inspection,M5R,860.6800000000001,FALSE,21 243015_0,M5R,860.6800000000001
21 243761,0,Mixed Use/Res w Non Res,2021-12-01T00:00:00Z,2024-09-10T00:00:00Z,NA,Inspection,M6R,606,FALSE,21 243761_0,M6R,606
21 243797,0,Mixed Use/Res w Non Res,2021-12-01T00:00:00Z,2026-04-16T00:00:00Z,NA,Inspection,M9B,70.36,FALSE,21 243797_0,M9B,70.36
21 243990,0,Mixed Use/Res w Non Res,2021-12-01T00:00:00Z,2025-07-31T00:00:00Z,NA,Inspection,M5A,732,FALSE,21 243990_0,M5A,732
21 244281,0,Mixed Use/Res w Non Res,2021-12-02T00:00:00Z,2026-02-02T00:00:00Z,NA,Inspection,M6C,442.4,FALSE,21 244281_0,M6C,442.4
21 244380,0,Mixed Use/Res w Non Res,2021-12-02T00:00:00Z,2023-01-26T00:00:00Z,2026-02-18T00:00:00Z,Closed,M3H,20,FALSE,21 244380_0,M3H,20
21 246085,0,Mixed Use/Res w Non Res,2021-12-07T00:00:00Z,2023-07-13T00:00:00Z,2025-11-24T00:00:00Z,Closed,M5B,216,FALSE,21 246085_0,M5B,216
21 246313,0,Mixed Use/Res w Non Res,2021-12-08T00:00:00Z,2023-08-01T00:00:00Z,NA,Inspection,M5R,219,FALSE,21 246313_0,M5R,219
21 247065,0,Mixed Use/Res w Non Res,2021-12-09T00:00:00Z,NA,NA,Under Review,M9A,1471,FALSE,21 247065_0,M9A,1471
21 247217,0,Mixed Use/Res w Non Res,2021-12-10T00:00:00Z,NA,NA,Under Review,M8X,178.96,FALSE,21 247217_0,M8X,178.96
21 248529,0,Mixed Use/Res w Non Res,2021-12-14T00:00:00Z,2025-10-22T00:00:00Z,NA,Inspection,M5A,533.08,FALSE,21 248529_0,M5A,533.08
21 248807,0,Mixed Use/Res w Non Res,2021-12-15T00:00:00Z,NA,NA,Under Review,M5A,622,FALSE,21 248807_0,M5A,622
21 248901,0,Mixed Use/Res w Non Res,2021-12-15T00:00:00Z,2024-05-30T00:00:00Z,NA,Inspection,M3C,1502,FALSE,21 248901_0,M3C,1502
21 249006,0,Mixed Use/Res w Non Res,2021-12-15T00:00:00Z,2024-02-20T00:00:00Z,NA,Inspection,M5A,552,FALSE,21 249006_0,M5A,552
21 249375,0,Mixed Use/Res w Non Res,2021-12-16T00:00:00Z,2025-04-22T00:00:00Z,NA,Inspection,M6P,876.56,FALSE,21 249375_0,M6P,876.56
21 249787,0,Mixed Use/Res w Non Res,2021-12-17T00:00:00Z,2024-05-30T00:00:00Z,NA,Inspection,M6G,2525.4,FALSE,21 249787_0,M6G,2525.4
21 250236,0,Apartment Building,2021-12-20T00:00:00Z,2024-08-16T00:00:00Z,NA,Inspection,NA,778,FALSE,21 250236_0,NA,778
21 250273,0,Apartment Building,2021-12-20T00:00:00Z,2024-12-13T00:00:00Z,NA,Inspection,M5A,3112.12,FALSE,21 250273_0,M5A,3112.12
21 250295,0,Mixed Use/Res w Non Res,2021-12-20T00:00:00Z,2025-10-06T00:00:00Z,NA,Inspection,M4S,948.6,FALSE,21 250295_0,M4S,948.6
21 250319,0,Apartment Building,2021-12-20T00:00:00Z,2024-12-10T00:00:00Z,NA,Inspection,M5A,3112.12,FALSE,21 250319_0,M5A,3112.12
21 250439,0,Apartment Building,2021-12-21T00:00:00Z,NA,NA,Under Review,M1K,450.55,FALSE,21 250439_0,M1K,450.55
21 250460,0,Long Term Care Facility,2021-12-21T00:00:00Z,2025-05-29T00:00:00Z,NA,Inspection,NA,1485,FALSE,21 250460_0,NA,1485
21 250515,0,Apartment Building,2021-12-21T00:00:00Z,2024-05-09T00:00:00Z,NA,Inspection,M6B,156.51,FALSE,21 250515_0,M6B,156.51
21 250605,0,Office,2021-12-21T00:00:00Z,NA,NA,Examiner's Notice Sent,M5V,1448,FALSE,21 250605_0,M5V,1448
21 250630,0,Apartment Building,2021-12-21T00:00:00Z,NA,NA,Under Review,NA,1738,FALSE,21 250630_0,NA,1738
21 250634,0,Apartment Building,2021-12-21T00:00:00Z,NA,NA,Under Review,NA,1738,FALSE,21 250634_0,NA,1738
21 250765,0,Apartment Building,2021-12-22T00:00:00Z,2025-01-20T00:00:00Z,NA,Inspection,M3N,666.8,FALSE,21 250765_0,M3N,666.8
21 250847,0,Mixed Use/Res w Non Res,2021-12-22T00:00:00Z,2025-09-03T00:00:00Z,NA,Inspection,M8Z,700.2,FALSE,21 250847_0,M8Z,700.2
21 250903,0,Mixed Use/Res w Non Res,2021-12-22T00:00:00Z,2025-09-03T00:00:00Z,NA,Inspection,M8Z,731.8,FALSE,21 250903_0,M8Z,731.8
21 250933,0,Apartment Building,2021-12-22T00:00:00Z,2026-03-19T00:00:00Z,NA,Permit Issued,M1N,142.9,FALSE,21 250933_0,M1N,142.9
21 251010,0,Car Dealership,2021-12-23T00:00:00Z,2023-09-15T00:00:00Z,2024-02-29T00:00:00Z,Closed,NA,3953,FALSE,21 251010_0,NA,3953
21 251297,0,Industrial,2021-12-24T00:00:00Z,2023-04-28T00:00:00Z,2025-03-14T00:00:00Z,Closed,NA,3407.56,FALSE,21 251297_0,NA,3407.56
21 251303,0,Multiple Use/Non Residential,2021-12-24T00:00:00Z,2023-12-15T00:00:00Z,NA,Inspection,M3J,1182,FALSE,21 251303_0,M3J,1182
21 251370,0,Elementary School,2021-12-24T00:00:00Z,2023-02-13T00:00:00Z,2025-08-28T00:00:00Z,Closed,M2J,858,FALSE,21 251370_0,M2J,858
21 251847,0,Retail Mall/Plaza,2021-12-29T00:00:00Z,2024-01-09T00:00:00Z,2025-05-23T00:00:00Z,Closed,M9W,0,FALSE,21 251847_0,M9W,0
21 251880,0,Retail Mall/Plaza,2021-12-29T00:00:00Z,2024-01-03T00:00:00Z,2025-06-10T00:00:00Z,Closed,NA,0,FALSE,21 251880_0,NA,0
21 252189,0,Elementary School,2021-12-30T00:00:00Z,2024-05-27T00:00:00Z,NA,Inspection,M6L,1180,FALSE,21 252189_0,M6L,1180
22 102210,0,Apartment Building,2022-01-10T00:00:00Z,2024-05-03T00:00:00Z,NA,Inspection,M3C,1055.32,FALSE,22 102210_0,M3C,1055.32
22 105376,0,SFD - Detached,2022-01-19T00:00:00Z,2022-02-28T00:00:00Z,2022-08-17T00:00:00Z,Closed,M6P,16.7,FALSE,22 105376_0,M6P,16.7
22 105448,0,Apartment Building,2022-01-19T00:00:00Z,2024-05-02T00:00:00Z,NA,Inspection,M3C,840.8499999999999,FALSE,22 105448_0,M3C,840.8499999999999
22 107633,2,SFD - Detached,2024-10-21T00:00:00Z,2025-02-14T00:00:00Z,2026-01-19T00:00:00Z,Closed,M4K,1,FALSE,22 107633_2,M4K,1
22 108176,0,Mixed Use/Res w Non Res,2022-01-27T00:00:00Z,2024-07-22T00:00:00Z,2026-05-08T00:00:00Z,Closed,M4S,197,FALSE,22 108176_0,M4S,197
22 108881,0,Elementary School,2022-01-29T00:00:00Z,2023-03-23T00:00:00Z,2024-10-28T00:00:00Z,Closed,M4R,140,FALSE,22 108881_0,M4R,140
22 114084,0,2 Unit - Semi-detached,2022-02-14T00:00:00Z,2022-05-26T00:00:00Z,NA,Inspection,M6G,11.76,FALSE,22 114084_0,M6G,11.76
22 116543,0,Elementary School,2022-02-23T00:00:00Z,2022-09-08T00:00:00Z,NA,Inspection,M2N,0,FALSE,22 116543_0,M2N,0
22 117907,1,2 Unit - Detached,2022-10-31T00:00:00Z,2022-12-07T00:00:00Z,2023-11-02T00:00:00Z,Closed,M6R,36,FALSE,22 117907_1,M6R,36
22 120777,0,SFD - Detached,2022-03-08T00:00:00Z,2022-05-30T00:00:00Z,2026-03-13T00:00:00Z,Closed,M4V,5.1,FALSE,22 120777_0,M4V,5.1
22 121556,0,SFD - Detached,2022-03-10T00:00:00Z,2022-03-24T00:00:00Z,2024-01-02T00:00:00Z,Closed,M5R,11.6,FALSE,22 121556_0,M5R,11.6
22 122152,0,SFD - Detached,2022-03-11T00:00:00Z,2022-09-27T00:00:00Z,NA,Inspection,M2N,3.32,FALSE,22 122152_0,M2N,3.32
22 126036,0,Mixed Use/Res w Non Res,2022-03-23T00:00:00Z,2024-10-08T00:00:00Z,NA,Inspection,M1H,35.9,FALSE,22 126036_0,M1H,35.9
22 128398,0,SFD - Detached,2022-03-30T00:00:00Z,2022-07-11T00:00:00Z,NA,Inspection,M4K,32.8,FALSE,22 128398_0,M4K,32.8
22 131049,0,Mixed Use/Res w Non Res,2022-04-06T00:00:00Z,2025-04-01T00:00:00Z,NA,Inspection,M8Z,197,FALSE,22 131049_0,M8Z,197
22 131326,0,Car Dealership,2022-04-06T00:00:00Z,2023-07-11T00:00:00Z,2026-04-28T00:00:00Z,Closed,M8Z,0,FALSE,22 131326_0,M8Z,0
22 132959,0,Multiple Use/Non Residential,2022-04-11T00:00:00Z,2022-11-14T00:00:00Z,2025-03-06T00:00:00Z,Closed,M6H,396,FALSE,22 132959_0,M6H,396
22 133548,0,Home for the Aged,2022-04-12T00:00:00Z,NA,NA,Under Review,M4V,195,FALSE,22 133548_0,M4V,195
22 136051,0,Other,2022-04-20T00:00:00Z,2023-01-13T00:00:00Z,NA,Inspection,M4W,198.7,FALSE,22 136051_0,M4W,198.7
22 137413,0,Apartment Building,2022-04-22T00:00:00Z,2024-05-10T00:00:00Z,NA,Inspection,M2K,399,FALSE,22 137413_0,M2K,399
22 138855,0,Mixed Use/Res w Non Res,2022-04-27T00:00:00Z,NA,NA,Under Review,M6K,789.1,FALSE,22 138855_0,M6K,789.1
22 147261,0,Apartment Building,2022-05-16T00:00:00Z,NA,NA,Under Review,M6C,396,FALSE,22 147261_0,M6C,396
22 148872,0,Apartment Building,2022-05-19T00:00:00Z,2024-05-27T00:00:00Z,NA,Inspection,M9C,1370,FALSE,22 148872_0,M9C,1370
22 150000,0,University,2022-05-22T00:00:00Z,2023-04-13T00:00:00Z,NA,Inspection,M5S,285,FALSE,22 150000_0,M5S,285
22 151947,0,Apartment Building,2022-05-26T00:00:00Z,NA,NA,Examiner's Notice Sent,M5B,1992.3899999999999,FALSE,22 151947_0,M5B,1992.3899999999999
22 152654,1,Laneway / Rear Yard Suite,2022-09-28T00:00:00Z,2022-12-23T00:00:00Z,2024-10-09T00:00:00Z,Closed,M6R,21.5,FALSE,22 152654_1,M6R,21.5
22 152771,0,Elementary School,2022-05-27T00:00:00Z,2023-08-14T00:00:00Z,NA,Inspection,M2N,994,FALSE,22 152771_0,M2N,994
22 153696,0,Mixed Use/Res w Non Res,2022-05-30T00:00:00Z,2024-11-26T00:00:00Z,NA,Inspection,M5A,198,FALSE,22 153696_0,M5A,198
22 157644,0,Apartment Building,2022-06-06T00:00:00Z,NA,NA,Under Review,M9C,348.46999999999997,FALSE,22 157644_0,M9C,348.46999999999997
22 161391,0,SFD - Detached,2022-06-13T00:00:00Z,2022-08-08T00:00:00Z,NA,Inspection,M4N,106.16,FALSE,22 161391_0,M4N,106.16
22 162526,0,Office,2022-06-15T00:00:00Z,2025-10-16T00:00:00Z,NA,Inspection,M6J,2476.11,FALSE,22 162526_0,M6J,2476.11
22 162950,0,Apartment Building,2022-06-16T00:00:00Z,2025-05-05T00:00:00Z,NA,Inspection,M4G,479,FALSE,22 162950_0,M4G,479
22 164976,0,Retail Store,2022-06-20T00:00:00Z,2024-01-03T00:00:00Z,2025-07-11T00:00:00Z,Closed,NA,4800,FALSE,22 164976_0,NA,4800
22 169777,0,Mixed Use/Res w Non Res,2022-06-29T00:00:00Z,NA,NA,Refusal Notice,M5C,172.4,FALSE,22 169777_0,M5C,172.4
22 178728,0,Apartment Building,2022-07-19T00:00:00Z,2024-08-26T00:00:00Z,NA,Inspection,M4P,130,FALSE,22 178728_0,M4P,130
22 182787,0,Place of Worship,2022-07-27T00:00:00Z,2022-12-01T00:00:00Z,NA,Inspection,M1V,323.22999999999996,FALSE,22 182787_0,M1V,323.22999999999996
22 183283,0,Mixed Use/Res w Non Res,2022-07-28T00:00:00Z,2024-10-28T00:00:00Z,NA,Inspection,M4G,473,FALSE,22 183283_0,M4G,473
22 183936,0,Mixed Use/Res w Non Res,2022-07-29T00:00:00Z,NA,NA,Examiner's Notice Sent,M6H,1026.23,FALSE,22 183936_0,M6H,1026.23
22 184357,2,SFD - Detached,2024-02-05T00:00:00Z,2024-02-23T00:00:00Z,NA,Revision Issued,M6P,28.5,FALSE,22 184357_2,M6P,28.5
22 186146,0,Recreational,2022-08-04T00:00:00Z,2024-12-06T00:00:00Z,NA,Inspection,M4S,435,FALSE,22 186146_0,M4S,435
22 189114,0,SFD - Detached,2022-08-11T00:00:00Z,2022-08-29T00:00:00Z,2023-08-18T00:00:00Z,Closed,M4K,37.5,TRUE,22 189114_0,M4K,37.5
22 192055,0,Mixed Use/Res w Non Res,2022-08-17T00:00:00Z,2024-09-05T00:00:00Z,NA,Inspection,M4Y,392,FALSE,22 192055_0,M4Y,392
22 193154,0,Mixed Use/Res w Non Res,2022-08-19T00:00:00Z,NA,NA,Under Review,M6H,537.4,FALSE,22 193154_0,M6H,537.4
22 193961,0,Mixed Use/Res w Non Res,2022-08-22T00:00:00Z,NA,NA,Under Review,M6H,576.19,FALSE,22 193961_0,M6H,576.19
22 200280,0,Mixed Use/Res w Non Res,2022-09-07T00:00:00Z,NA,NA,Under Review,M6H,602.47,FALSE,22 200280_0,M6H,602.47
22 200357,0,Apartment Building,2022-09-07T00:00:00Z,2025-05-08T00:00:00Z,NA,Inspection,M6N,2362,FALSE,22 200357_0,M6N,2362
22 200476,0,Apartment Building,2022-09-07T00:00:00Z,2025-10-23T00:00:00Z,NA,Inspection,M6P,509.1,FALSE,22 200476_0,M6P,509.1
22 201598,0,Apartment Building,2022-09-09T00:00:00Z,2025-07-15T00:00:00Z,NA,Inspection,M5P,528,FALSE,22 201598_0,M5P,528
22 201613,0,Apartment Building,2022-09-09T00:00:00Z,2025-07-16T00:00:00Z,NA,Inspection,M5P,528,FALSE,22 201613_0,M5P,528
22 203573,0,SFD - Detached,2022-09-14T00:00:00Z,2023-01-18T00:00:00Z,NA,Inspection,M4M,28,FALSE,22 203573_0,M4M,28
22 213558,0,SFD - Detached,2022-10-05T00:00:00Z,2023-01-30T00:00:00Z,2024-07-18T00:00:00Z,Closed,M4G,54,FALSE,22 213558_0,M4G,54
22 216196,0,Apartment Building,2022-10-12T00:00:00Z,2026-03-13T00:00:00Z,NA,Inspection,M5G,445.2,FALSE,22 216196_0,M5G,445.2
22 219275,0,Hospital,2022-10-19T00:00:00Z,2023-10-24T00:00:00Z,NA,Inspection,M9C,4220.1,FALSE,22 219275_0,M9C,4220.1
22 219655,0,Mixed Use/Res w Non Res,2022-10-20T00:00:00Z,2025-01-03T00:00:00Z,NA,Inspection,M5T,65,FALSE,22 219655_0,M5T,65
22 221794,0,Mixed Use/Res w Non Res,2022-10-25T00:00:00Z,2025-03-31T00:00:00Z,NA,Inspection,M5V,388,FALSE,22 221794_0,M5V,388
22 221802,1,SFD - Detached,2023-06-08T00:00:00Z,2023-07-04T00:00:00Z,2023-09-19T00:00:00Z,Closed,M4R,44.09,TRUE,22 221802_1,M4R,44.09
22 221802,0,SFD - Detached,2022-10-25T00:00:00Z,2022-12-19T00:00:00Z,2023-09-19T00:00:00Z,Closed,M4R,44.09,TRUE,22 221802_0,M4R,44.09
22 222483,0,Mixed Use/Res w Non Res,2022-10-27T00:00:00Z,2024-03-27T00:00:00Z,NA,Inspection,M5A,167.07,FALSE,22 222483_0,M5A,167.07
22 222580,0,Mixed Use/Res w Non Res,2022-10-27T00:00:00Z,2025-03-27T00:00:00Z,NA,Inspection,M8Z,431,FALSE,22 222580_0,M8Z,431
22 229452,0,Apartment Building,2022-11-15T00:00:00Z,2024-09-17T00:00:00Z,NA,Inspection,NA,322,FALSE,22 229452_0,NA,322
